,id,title,original_language,release_date,release_mon,release_month,release_year,vote_average,popularity,adult
6661,387893,Ice Age: The Great Egg-Scapade,en,3/19/16,3,March,2016,6.4,19.86,FALSE
16661,387893,Ice Age: The Great Egg-Scapade,en,3/19/16,3,March,2016,6.4,19.86,FALSE
8880,301348,Elvis & Nixon,en,3/22/16,3,March,2016,5.9,8.947,FALSE
18880,301348,Elvis & Nixon,en,3/22/16,3,March,2016,5.9,8.947,FALSE
8881,209112,Batman v Superman: Dawn of Justice,en,3/23/16,3,March,2016,5.9,67.169,FALSE
8934,302688,My Big Fat Greek Wedding 2,en,3/23/16,3,March,2016,5.9,13.619,FALSE
18881,209112,Batman v Superman: Dawn of Justice,en,3/23/16,3,March,2016,5.9,67.169,FALSE
18934,302688,My Big Fat Greek Wedding 2,en,3/23/16,3,March,2016,5.9,13.619,FALSE
6410,331583,The Whole Truth,en,3/25/16,3,March,2016,6.5,12.679,FALSE
16410,331583,The Whole Truth,en,3/25/16,3,March,2016,6.5,12.679,FALSE
3555,381356,Five,fr,3/30/16,3,March,2016,7,8.881,FALSE
6920,295699,Everybody Wants Some!!,en,3/30/16,3,March,2016,6.4,11.26,FALSE
13555,381356,Five,fr,3/30/16,3,March,2016,7,8.881,FALSE
16920,295699,Everybody Wants Some!!,en,3/30/16,3,March,2016,6.4,11.26,FALSE
890,371645,Hunt for the Wilderpeople,en,3/31/16,3,March,2016,7.7,12.998,FALSE
5062,390669,One Kiss,it,3/31/16,3,March,2016,6.7,4.538,FALSE
10890,371645,Hunt for the Wilderpeople,en,3/31/16,3,March,2016,7.7,12.998,FALSE
15062,390669,One Kiss,it,3/31/16,3,March,2016,6.7,4.538,FALSE
7565,370978,"Kiki, Love to Love",es,4/1/16,4,April,2016,6.2,10.262,FALSE
7756,347126,God's Not Dead 2,en,4/1/16,4,April,2016,6.2,25.135,FALSE
17565,370978,"Kiki, Love to Love",es,4/1/16,4,April,2016,6.2,10.262,FALSE
17756,347126,God's Not Dead 2,en,4/1/16,4,April,2016,6.2,25.135,FALSE
8928,337154,The Meddler,en,4/5/16,4,April,2016,5.9,8.935,FALSE
18928,337154,The Meddler,en,4/5/16,4,April,2016,5.9,8.935,FALSE
5836,374465,Things to Come,fr,4/6/16,4,April,2016,6.6,7.056,FALSE
7278,290595,The Huntsman: Winter's War,en,4/6/16,4,April,2016,6.3,30.681,FALSE
15836,374465,Things to Come,fr,4/6/16,4,April,2016,6.6,7.056,FALSE
17278,290595,The Huntsman: Winter's War,en,4/6/16,4,April,2016,6.3,30.681,FALSE
1216,375572,Italian Race,it,4/7/16,4,April,2016,7.6,7.941,FALSE
4328,278927,The Jungle Book,en,4/7/16,4,April,2016,6.9,49.385,FALSE
6251,301804,Before I Wake,en,4/7/16,4,April,2016,6.5,16.979,FALSE
7891,302156,Criminal,en,4/7/16,4,April,2016,6.2,22.908,FALSE
9267,323676,The Boss,en,4/7/16,4,April,2016,5.8,11.648,FALSE
11216,375572,Italian Race,it,4/7/16,4,April,2016,7.6,7.941,FALSE
14328,278927,The Jungle Book,en,4/7/16,4,April,2016,6.9,49.385,FALSE
16251,301804,Before I Wake,en,4/7/16,4,April,2016,6.5,16.979,FALSE
17891,302156,Criminal,en,4/7/16,4,April,2016,6.2,22.908,FALSE
19267,323676,The Boss,en,4/7/16,4,April,2016,5.8,11.648,FALSE
3316,382399,High Strung,en,4/8/16,4,April,2016,7.1,12.396,FALSE
3615,332872,Julieta,es,4/8/16,4,April,2016,7,8.731,FALSE
13316,382399,High Strung,en,4/8/16,4,April,2016,7.1,12.396,FALSE
13615,332872,Julieta,es,4/8/16,4,April,2016,7,8.731,FALSE
9458,234004,Ratchet & Clank,en,4/13/16,4,April,2016,5.8,19.167,FALSE
19458,234004,Ratchet & Clank,en,4/13/16,4,April,2016,5.8,19.167,FALSE
7231,377985,Fan,hi,4/14/16,4,April,2016,6.3,7.667,FALSE
17231,377985,Fan,hi,4/14/16,4,April,2016,6.3,7.667,FALSE
5118,313922,Green Room,en,4/15/16,4,April,2016,6.7,15.732,FALSE
7123,326423,Barbershop: The Next Cut,en,4/15/16,4,April,2016,6.3,16.146,FALSE
15118,313922,Green Room,en,4/15/16,4,April,2016,6.7,15.732,FALSE
17123,326423,Barbershop: The Next Cut,en,4/15/16,4,April,2016,6.3,16.146,FALSE
9137,291264,The Family Fang,en,4/16/16,4,April,2016,5.9,7.093,FALSE
19137,291264,The Family Fang,en,4/16/16,4,April,2016,5.9,7.093,FALSE
7363,384371,Roommates Wanted,fr,4/20/16,4,April,2016,6.3,7.121,FALSE
17363,384371,Roommates Wanted,fr,4/20/16,4,April,2016,6.3,7.121,FALSE
3165,394374,At the End of the Tunnel,es,4/21/16,4,April,2016,7.1,36.084,FALSE
3479,380111,Flight Crew,ru,4/21/16,4,April,2016,7,18.348,FALSE
8353,342521,Keanu,en,4/21/16,4,April,2016,6.1,12.091,FALSE
13165,394374,At the End of the Tunnel,es,4/21/16,4,April,2016,7.1,36.084,FALSE
13479,380111,Flight Crew,ru,4/21/16,4,April,2016,7,18.348,FALSE
18353,342521,Keanu,en,4/21/16,4,April,2016,6.1,12.091,FALSE
7220,333669,Bastille Day,en,4/22/16,4,April,2016,6.3,16.407,FALSE
9320,270010,A Hologram for the King,en,4/22/16,4,April,2016,5.8,11.742,FALSE
9566,355008,Special Correspondents,en,4/22/16,4,April,2016,5.8,11.214,FALSE
17220,333669,Bastille Day,en,4/22/16,4,April,2016,6.3,16.407,FALSE
19320,270010,A Hologram for the King,en,4/22/16,4,April,2016,5.8,11.742,FALSE
19566,355008,Special Correspondents,en,4/22/16,4,April,2016,5.8,11.214,FALSE
1006,366170,Yu-Gi-Oh!: The Dark Side of Dimensions,ja,4/23/16,4,April,2016,7.6,24.671,FALSE
1893,276624,I Am a Hero,ja,4/23/16,4,April,2016,7.4,18.034,FALSE
11006,366170,Yu-Gi-Oh!: The Dark Side of Dimensions,ja,4/23/16,4,April,2016,7.6,24.671,FALSE
11893,276624,I Am a Hero,ja,4/23/16,4,April,2016,7.4,18.034,FALSE
1653,271110,Captain America: Civil War,en,4/27/16,4,April,2016,7.4,98.47,FALSE
7382,291351,The Sea of Trees,en,4/27/16,4,April,2016,6.3,8.55,FALSE
9674,312669,Maggie's Plan,en,4/27/16,4,April,2016,5.7,10.188,FALSE
11653,271110,Captain America: Civil War,en,4/27/16,4,April,2016,7.4,98.47,FALSE
17382,291351,The Sea of Trees,en,4/27/16,4,April,2016,6.3,8.55,FALSE
19674,312669,Maggie's Plan,en,4/27/16,4,April,2016,5.7,10.188,FALSE
8673,353069,Mother's Day,en,4/28/16,4,April,2016,6,11.412,FALSE
18673,353069,Mother's Day,en,4/28/16,4,April,2016,6,11.412,FALSE
7983,330070,Terra Formars,ja,4/29/16,4,April,2016,6.1,16.449,FALSE
8643,257440,Term Life,en,4/29/16,4,April,2016,6,14.078,FALSE
17983,330070,Terra Formars,ja,4/29/16,4,April,2016,6.1,16.449,FALSE
18643,257440,Term Life,en,4/29/16,4,April,2016,6,14.078,FALSE
2192,360365,Tini: The New Life of Violetta,es,5/4/16,5,May,2016,7.3,13.726,FALSE
7745,393717,The Crew,fr,5/4/16,5,May,2016,6.2,13.8,FALSE
8610,366514,Up for Love,fr,5/4/16,5,May,2016,6,11.292,FALSE
9371,325133,Neighbors 2: Sorority Rising,en,5/4/16,5,May,2016,5.8,21.561,FALSE
12192,360365,Tini: The New Life of Violetta,es,5/4/16,5,May,2016,7.3,13.726,FALSE
17745,393717,The Crew,fr,5/4/16,5,May,2016,6.2,13.8,FALSE
18610,366514,Up for Love,fr,5/4/16,5,May,2016,6,11.292,FALSE
19371,325133,Neighbors 2: Sorority Rising,en,5/4/16,5,May,2016,5.8,21.561,FALSE
8472,205588,Our Kind of Traitor,en,5/5/16,5,May,2016,6,10.52,FALSE
18472,205588,Our Kind of Traitor,en,5/5/16,5,May,2016,6,10.52,FALSE
1878,245913,Pelé: Birth of a Legend,en,5/6/16,5,May,2016,7.4,17.525,FALSE
5374,315664,Florence Foster Jenkins,en,5/6/16,5,May,2016,6.7,12.04,FALSE
11878,245913,Pelé: Birth of a Legend,en,5/6/16,5,May,2016,7.4,17.525,FALSE
15374,315664,Florence Foster Jenkins,en,5/6/16,5,May,2016,6.7,12.04,FALSE
6443,339397,Café Society,en,5/11/16,5,May,2016,6.5,16.971,FALSE
7696,153518,The Angry Birds Movie,en,5/11/16,5,May,2016,6.2,35.173,FALSE
16443,339397,Café Society,en,5/11/16,5,May,2016,6.5,16.971,FALSE
17696,153518,The Angry Birds Movie,en,5/11/16,5,May,2016,6.2,35.173,FALSE
2127,293670,The Wailing,ko,5/12/16,5,May,2016,7.3,16.952,FALSE
6469,303858,Money Monster,en,5/12/16,5,May,2016,6.5,14.112,FALSE
12127,293670,The Wailing,ko,5/12/16,5,May,2016,7.3,16.952,FALSE
16469,303858,Money Monster,en,5/12/16,5,May,2016,6.5,14.112,FALSE
911,369299,Don't Blame the Kid,es,5/13/16,5,May,2016,7.7,23.848,FALSE
1977,379291,Justice League vs. Teen Titans,en,5/13/16,5,May,2016,7.4,29.458,FALSE
10911,369299,Don't Blame the Kid,es,5/13/16,5,May,2016,7.7,23.848,FALSE
11977,379291,Justice League vs. Teen Titans,en,5/13/16,5,May,2016,7.4,29.458,FALSE
3138,290250,The Nice Guys,en,5/15/16,5,May,2016,7.1,25.868,FALSE
13138,290250,The Nice Guys,en,5/15/16,5,May,2016,7.1,25.868,FALSE
1704,380225,Like Crazy,it,5/17/16,5,May,2016,7.4,7.533,FALSE
11704,380225,Like Crazy,it,5/17/16,5,May,2016,7.4,7.533,FALSE
6119,246655,X-Men: Apocalypse,en,5/18/16,5,May,2016,6.5,64.36,FALSE
16119,246655,X-Men: Apocalypse,en,5/18/16,5,May,2016,6.5,64.36,FALSE
4726,374458,Graduation,ro,5/20/16,5,May,2016,6.8,6.361,FALSE
8754,311667,Manhattan Night,en,5/20/16,5,May,2016,6,13.249,FALSE
14726,374458,Graduation,ro,5/20/16,5,May,2016,6.8,6.361,FALSE
18754,311667,Manhattan Night,en,5/20/16,5,May,2016,6,13.249,FALSE
2707,374671,After the Storm,ja,5/21/16,5,May,2016,7.2,8.068,FALSE
12707,374671,After the Storm,ja,5/21/16,5,May,2016,7.2,8.068,FALSE
5567,347123,All the Way,en,5/23/16,5,May,2016,6.6,10.482,FALSE
15567,347123,All the Way,en,5/23/16,5,May,2016,6.6,10.482,FALSE
5327,337674,Elle,fr,5/25/16,5,May,2016,6.7,14.412,FALSE
5914,241259,Alice Through the Looking Glass,en,5/25/16,5,May,2016,6.6,39.333,FALSE
6901,68735,Warcraft,en,5/25/16,5,May,2016,6.4,29.892,FALSE
15327,337674,Elle,fr,5/25/16,5,May,2016,6.7,14.412,FALSE
15914,241259,Alice Through the Looking Glass,en,5/25/16,5,May,2016,6.6,39.333,FALSE
16901,68735,Warcraft,en,5/25/16,5,May,2016,6.4,29.892,FALSE
8129,296360,Love & Friendship,en,5/26/16,5,May,2016,6.1,12.008,FALSE
18129,296360,Love & Friendship,en,5/26/16,5,May,2016,6.1,12.008,FALSE
9756,389053,The Do-Over,en,5/27/16,5,May,2016,5.7,14.564,FALSE
19756,389053,The Do-Over,en,5/27/16,5,May,2016,5.7,14.564,FALSE
111,290098,The Handmaiden,ko,6/1/16,6,June,2016,8.2,32.787,FALSE
439,296096,Me Before You,en,6/1/16,6,June,2016,7.9,125.333,FALSE
7438,267935,The BFG,en,6/1/16,6,June,2016,6.3,37.549,FALSE
8642,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,en,6/1/16,6,June,2016,6,33.557,FALSE
9851,383869,Back to Mom's,fr,6/1/16,6,June,2016,5.7,9.727,FALSE
10111,290098,The Handmaiden,ko,6/1/16,6,June,2016,8.2,32.787,FALSE
10439,296096,Me Before You,en,6/1/16,6,June,2016,7.9,125.333,FALSE
17438,267935,The BFG,en,6/1/16,6,June,2016,6.3,37.549,FALSE
18642,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,en,6/1/16,6,June,2016,6,33.557,FALSE
19851,383869,Back to Mom's,fr,6/1/16,6,June,2016,5.7,9.727,FALSE
4475,291805,Now You See Me 2,en,6/2/16,6,June,2016,6.8,36.601,FALSE
4917,353571,Tallulah,en,6/2/16,6,June,2016,6.7,7.42,FALSE
14475,291805,Now You See Me 2,en,6/2/16,6,June,2016,6.8,36.601,FALSE
14917,353571,Tallulah,en,6/2/16,6,June,2016,6.7,7.42,FALSE
201,400608,Bo Burnham: Make Happy,en,6/3/16,6,June,2016,8.1,9.053,FALSE
5590,341012,Popstar: Never Stop Never Stopping,en,6/3/16,6,June,2016,6.6,14.441,FALSE
8352,400547,Hurricane Bianca,en,6/3/16,6,June,2016,6.1,5.86,FALSE
9237,334538,Into the Forest,en,6/3/16,6,June,2016,5.9,6.828,FALSE
10201,400608,Bo Burnham: Make Happy,en,6/3/16,6,June,2016,8.1,9.053,FALSE
15590,341012,Popstar: Never Stop Never Stopping,en,6/3/16,6,June,2016,6.6,14.441,FALSE
18352,400547,Hurricane Bianca,en,6/3/16,6,June,2016,6.1,5.86,FALSE
19237,334538,Into the Forest,en,6/3/16,6,June,2016,5.9,6.828,FALSE
3379,391757,Never Back Down: No Surrender,en,6/5/16,6,June,2016,7.1,34.702,FALSE
13379,391757,Never Back Down: No Surrender,en,6/5/16,6,June,2016,7.1,34.702,FALSE
2302,259693,The Conjuring 2,en,6/8/16,6,June,2016,7.3,83.096,FALSE
3588,300669,Don't Breathe,en,6/8/16,6,June,2016,7,27.867,FALSE
4552,393764,The African Doctor,fr,6/8/16,6,June,2016,6.8,8.745,FALSE
5986,301365,The Neon Demon,en,6/8/16,6,June,2016,6.5,17.987,FALSE
12302,259693,The Conjuring 2,en,6/8/16,6,June,2016,7.3,83.096,FALSE
13588,300669,Don't Breathe,en,6/8/16,6,June,2016,7,27.867,FALSE
14552,393764,The African Doctor,fr,6/8/16,6,June,2016,6.8,8.745,FALSE
15986,301365,The Neon Demon,en,6/8/16,6,June,2016,6.5,17.987,FALSE
6070,397517,Be Somebody,en,6/10/16,6,June,2016,6.5,8.28,FALSE
6171,267192,Genius,en,6/10/16,6,June,2016,6.5,10.974,FALSE
16070,397517,Be Somebody,en,6/10/16,6,June,2016,6.5,8.28,FALSE
16171,267192,Genius,en,6/10/16,6,June,2016,6.5,10.974,FALSE
6685,302699,Central Intelligence,en,6/15/16,6,June,2016,6.4,38.151,FALSE
16685,302699,Central Intelligence,en,6/15/16,6,June,2016,6.4,38.151,FALSE
160,399106,Piper,en,6/16/16,6,June,2016,8.2,14.289,FALSE
754,359784,Maudie,en,6/16/16,6,June,2016,7.8,13.536,FALSE
2172,318121,The Fundamentals of Caring,en,6/16/16,6,June,2016,7.3,17.306,FALSE
3418,127380,Finding Dory,en,6/16/16,6,June,2016,7,41.874,FALSE
10160,399106,Piper,en,6/16/16,6,June,2016,8.2,14.289,FALSE
10754,359784,Maudie,en,6/16/16,6,June,2016,7.8,13.536,FALSE
12172,318121,The Fundamentals of Caring,en,6/16/16,6,June,2016,7.3,17.306,FALSE
13418,127380,Finding Dory,en,6/16/16,6,June,2016,7,41.874,FALSE
7386,328111,The Secret Life of Pets,en,6/18/16,6,June,2016,6.3,13.067,FALSE
17386,328111,The Secret Life of Pets,en,6/18/16,6,June,2016,6.3,13.067,FALSE
8381,278154,Ice Age: Collision Course,en,6/23/16,6,June,2016,6.1,37.895,FALSE
18381,278154,Ice Age: Collision Course,en,6/23/16,6,June,2016,6.1,37.895,FALSE
2065,360606,Adventures in Babysitting,en,6/24/16,6,June,2016,7.3,12.708,FALSE
2388,375315,The Salesman,fa,6/24/16,6,June,2016,7.3,8.361,FALSE
4001,347031,Swiss Army Man,en,6/24/16,6,June,2016,6.9,16.349,FALSE
5033,316152,Free State of Jones,en,6/24/16,6,June,2016,6.7,17.507,FALSE
6955,332567,The Shallows,en,6/24/16,6,June,2016,6.4,25.853,FALSE
12065,360606,Adventures in Babysitting,en,6/24/16,6,June,2016,7.3,12.708,FALSE
12388,375315,The Salesman,fa,6/24/16,6,June,2016,7.3,8.361,FALSE
14001,347031,Swiss Army Man,en,6/24/16,6,June,2016,6.9,16.349,FALSE
15033,316152,Free State of Jones,en,6/24/16,6,June,2016,6.7,17.507,FALSE
16955,332567,The Shallows,en,6/24/16,6,June,2016,6.4,25.853,FALSE
3388,328387,Nerve,en,6/27/16,6,June,2016,7.1,18.573,FALSE
13388,328387,Nerve,en,6/27/16,6,June,2016,7.1,18.573,FALSE
1422,337703,The Red Turtle,fr,6/29/16,6,June,2016,7.5,13.126,FALSE
6749,316727,The Purge: Election Year,en,6/29/16,6,June,2016,6.4,43.666,FALSE
9127,258489,The Legend of Tarzan,en,6/29/16,6,June,2016,5.9,33.881,FALSE
11422,337703,The Red Turtle,fr,6/29/16,6,June,2016,7.5,13.126,FALSE
16749,316727,The Purge: Election Year,en,6/29/16,6,June,2016,6.4,43.666,FALSE
19127,258489,The Legend of Tarzan,en,6/29/16,6,June,2016,5.9,33.881,FALSE
9342,359412,Marauders,en,7/1/16,7,July,2016,5.8,16.396,FALSE
19342,359412,Marauders,en,7/1/16,7,July,2016,5.8,16.396,FALSE
3630,337556,Emerald Green,de,7/7/16,7,July,2016,7,11.776,FALSE
4733,188927,Star Trek Beyond,en,7/7/16,7,July,2016,6.8,40.613,FALSE
8364,316023,Mike and Dave Need Wedding Dates,en,7/7/16,7,July,2016,6.1,16.887,FALSE
13630,337556,Emerald Green,de,7/7/16,7,July,2016,7,11.776,FALSE
14733,188927,Star Trek Beyond,en,7/7/16,7,July,2016,6.8,40.613,FALSE
18364,316023,Mike and Dave Need Wedding Dates,en,7/7/16,7,July,2016,6.1,16.887,FALSE
445,334533,Captain Fantastic,en,7/8/16,7,July,2016,7.9,23.808,FALSE
1705,271706,Big Fish & Begonia,zh,7/8/16,7,July,2016,7.4,16.183,FALSE
7628,333667,Rock Dog,en,7/8/16,7,July,2016,6.2,16.98,FALSE
7726,409297,A Dark Song,en,7/8/16,7,July,2016,6.2,9.197,FALSE
10445,334533,Captain Fantastic,en,7/8/16,7,July,2016,7.9,23.808,FALSE
11705,271706,Big Fish & Begonia,zh,7/8/16,7,July,2016,7.4,16.183,FALSE
17628,333667,Rock Dog,en,7/8/16,7,July,2016,6.2,16.98,FALSE
17726,409297,A Dark Song,en,7/8/16,7,July,2016,6.2,9.197,FALSE
4528,390734,Kingsglaive: Final Fantasy XV,ja,7/9/16,7,July,2016,6.8,18.77,FALSE
14528,390734,Kingsglaive: Final Fantasy XV,ja,7/9/16,7,July,2016,6.8,18.77,FALSE
9650,223702,Sausage Party,en,7/11/16,7,July,2016,5.7,41.268,FALSE
19650,223702,Sausage Party,en,7/11/16,7,July,2016,5.7,41.268,FALSE
5426,325789,The Infiltrator,en,7/13/16,7,July,2016,6.6,10.534,FALSE
9483,382518,Last Call for Nowhere,fr,7/13/16,7,July,2016,5.8,4.278,FALSE
15426,325789,The Infiltrator,en,7/13/16,7,July,2016,6.6,10.534,FALSE
19483,382518,Last Call for Nowhere,fr,7/13/16,7,July,2016,5.8,4.278,FALSE
3729,374475,Toni Erdmann,de,7/14/16,7,July,2016,7,10.682,FALSE
7970,402331,Hard Target 2,en,7/14/16,7,July,2016,6.1,24.325,FALSE
13729,374475,Toni Erdmann,de,7/14/16,7,July,2016,7,10.682,FALSE
17970,402331,Hard Target 2,en,7/14/16,7,July,2016,6.1,24.325,FALSE
3106,353728,Closet Monster,en,7/15/16,7,July,2016,7.1,11.111,FALSE
13106,353728,Closet Monster,en,7/15/16,7,July,2016,7.1,11.111,FALSE
733,396535,Train to Busan,ko,7/20/16,7,July,2016,7.8,60.679,FALSE
10733,396535,Train to Busan,ko,7/20/16,7,July,2016,7.8,60.679,FALSE
3392,525686,Mi prima la sexóloga,es,7/21/16,7,July,2016,7.1,17.712,FALSE
7032,345911,Lights Out,en,7/21/16,7,July,2016,6.3,24.463,FALSE
9868,270774,Skiptrace,en,7/21/16,7,July,2016,5.7,18.602,FALSE
13392,525686,Mi prima la sexóloga,es,7/21/16,7,July,2016,7.1,17.712,FALSE
17032,345911,Lights Out,en,7/21/16,7,July,2016,6.3,24.463,FALSE
19868,270774,Skiptrace,en,7/21/16,7,July,2016,5.7,18.602,FALSE
6563,356298,Don't Think Twice,en,7/22/16,7,July,2016,6.4,7.85,FALSE
16563,356298,Don't Think Twice,en,7/22/16,7,July,2016,6.4,7.85,FALSE
2642,374205,One Piece Film: GOLD,ja,7/23/16,7,July,2016,7.2,31.437,FALSE
12642,374205,One Piece Film: GOLD,ja,7/23/16,7,July,2016,7.2,31.437,FALSE
5637,382322,Batman: The Killing Joke,en,7/24/16,7,July,2016,6.6,21.62,FALSE
15637,382322,Batman: The Killing Joke,en,7/24/16,7,July,2016,6.6,21.62,FALSE
7095,324668,Jason Bourne,en,7/27/16,7,July,2016,6.3,28.004,FALSE
17095,324668,Jason Bourne,en,7/27/16,7,July,2016,6.3,28.004,FALSE
6188,376659,Bad Moms,en,7/28/16,7,July,2016,6.5,19.215,FALSE
16188,376659,Bad Moms,en,7/28/16,7,July,2016,6.5,19.215,FALSE
3288,315011,Shin Godzilla,ja,7/29/16,7,July,2016,7.1,21.448,FALSE
6790,340611,Indignation,en,7/29/16,7,July,2016,6.4,5.118,FALSE
6945,352186,Good Kids,en,7/29/16,7,July,2016,6.4,11.619,FALSE
13288,315011,Shin Godzilla,ja,7/29/16,7,July,2016,7.1,21.448,FALSE
16790,340611,Indignation,en,7/29/16,7,July,2016,6.4,5.118,FALSE
16945,352186,Good Kids,en,7/29/16,7,July,2016,6.4,11.619,FALSE
3222,348893,Boyka: Undisputed IV,en,8/1/16,8,August,2016,7.1,98.146,FALSE
13222,348893,Boyka: Undisputed IV,en,8/1/16,8,August,2016,7.1,98.146,FALSE
2570,407655,A Cinderella Story: If the Shoe Fits,en,8/2/16,8,August,2016,7.2,29.288,FALSE
6357,407375,Sniper: Ghost Shooter,en,8/2/16,8,August,2016,6.5,34.906,FALSE
12570,407655,A Cinderella Story: If the Shoe Fits,en,8/2/16,8,August,2016,7.2,29.288,FALSE
16357,407375,Sniper: Ghost Shooter,en,8/2/16,8,August,2016,6.5,34.906,FALSE
9055,297761,Suicide Squad,en,8/3/16,8,August,2016,5.9,41.15,FALSE
9641,322240,Nine Lives,en,8/3/16,8,August,2016,5.7,14.461,FALSE
19055,297761,Suicide Squad,en,8/3/16,8,August,2016,5.9,41.15,FALSE
19641,322240,Nine Lives,en,8/3/16,8,August,2016,5.7,14.461,FALSE
2623,366924,Batman: Bad Blood,en,8/4/16,8,August,2016,7.2,20.884,FALSE
12623,366924,Batman: Bad Blood,en,8/4/16,8,August,2016,7.2,20.884,FALSE
2231,390497,Tunnel,ko,8/10/16,8,August,2016,7.3,9.972,FALSE
6794,294272,Pete's Dragon,en,8/10/16,8,August,2016,6.4,21.904,FALSE
6998,391700,We Are Family,fr,8/10/16,8,August,2016,6.3,7.079,FALSE
12231,390497,Tunnel,ko,8/10/16,8,August,2016,7.3,9.972,FALSE
16794,294272,Pete's Dragon,en,8/10/16,8,August,2016,6.4,21.904,FALSE
16998,391700,We Are Family,fr,8/10/16,8,August,2016,6.3,7.079,FALSE
2219,338766,Hell or High Water,en,8/11/16,8,August,2016,7.3,20.953,FALSE
7264,351454,Neruda,es,8/11/16,8,August,2016,6.3,8.451,FALSE
7854,309886,Blood Father,en,8/11/16,8,August,2016,6.2,17.457,FALSE
12219,338766,Hell or High Water,en,8/11/16,8,August,2016,7.3,20.953,FALSE
17264,351454,Neruda,es,8/11/16,8,August,2016,6.3,8.451,FALSE
17854,309886,Blood Father,en,8/11/16,8,August,2016,6.2,17.457,FALSE
3157,351339,Anthropoid,en,8/12/16,8,August,2016,7.1,17.098,FALSE
13157,351339,Anthropoid,en,8/12/16,8,August,2016,7.1,17.098,FALSE
4145,308266,War Dogs,en,8/17/16,8,August,2016,6.9,29.511,FALSE
6117,389868,Seoul Station,ko,8/17/16,8,August,2016,6.5,9.018,FALSE
9705,271969,Ben-Hur,en,8/17/16,8,August,2016,5.7,23.441,FALSE
14145,308266,War Dogs,en,8/17/16,8,August,2016,6.9,29.511,FALSE
16117,389868,Seoul Station,ko,8/17/16,8,August,2016,6.5,9.018,FALSE
19705,271969,Ben-Hur,en,8/17/16,8,August,2016,5.7,23.441,FALSE
1007,313297,Kubo and the Two Strings,en,8/18/16,8,August,2016,7.6,26.986,FALSE
11007,313297,Kubo and the Two Strings,en,8/18/16,8,August,2016,7.6,26.986,FALSE
6417,403509,Boy Missing,es,8/19/16,8,August,2016,6.5,13.635,FALSE
6418,374617,Imperium,en,8/19/16,8,August,2016,6.5,12.992,FALSE
8135,339792,David Brent: Life on the Road,en,8/19/16,8,August,2016,6.1,8.788,FALSE
16417,403509,Boy Missing,es,8/19/16,8,August,2016,6.5,13.635,FALSE
16418,374617,Imperium,en,8/19/16,8,August,2016,6.5,12.992,FALSE
18135,339792,David Brent: Life on the Road,en,8/19/16,8,August,2016,6.1,8.788,FALSE
7124,325346,The Hollars,en,8/25/16,8,August,2016,6.3,6.624,FALSE
8826,278924,Mechanic: Resurrection,en,8/25/16,8,August,2016,6,44.734,FALSE
17124,325346,The Hollars,en,8/25/16,8,August,2016,6.3,6.624,FALSE
18826,278924,Mechanic: Resurrection,en,8/25/16,8,August,2016,6,44.734,FALSE
8,372058,Your Name.,ja,8/26/16,8,August,2016,8.5,83.288,FALSE
